Age,Gender,Company,Education_level,Asset,Domestic_Stock_Ratio,Foreign_Stock_Ratio,Cash_Ratio
30,M,Mpop,University,7200000,0.01,0.15,0.84
32,F,Toss,University,35300000,0.2,0.47,0.33
35,F,namuh,University,266600000,0.98,0,0.02
33,M,Toss,University,37600000,0.81,0.11,0.08
33,F,M-able,University,36400000,0.32,0.18,0.5
32,F,namuh,University,32400000,0.05,0.5,0.45
31,M,Toss,University,28000000,0.19,0.67,0.14
32,M,Toss,University,10200000,0.96,0.04,0
32,M,Toss,University,29900000,0.06,0.08,0.86
33,F,namuh,High School,10100000,0.25,0.49,0.26
32,F,Toss,University,13900000,0.6,0.14,0.26
34,F,namuh,High School,34900000,0.87,0.13,0
35,M,Mpop,University,81700000,0.02,0.41,0.57
33,F,M-able,University,12300000,0.56,0.06,0.38
31,F,Toss,University,13000000,0.57,0.26,0.17
32,F,namuh,University,20200000,0.16,0.56,0.28
33,F,namuh,University,31100000,0.55,0.1,0.35
38,F,Toss,University,45800000,0.56,0.34,0.1
39,M,M-able,University,20200000,0.34,0.42,0.24
33,M,Toss,University,15100000,0.82,0.02,0.16
31,M,Toss,University,23500000,0.96,0.03,0.01
37,F,Mpop,University,155900000,0.37,0.15,0.48
31,F,Toss,University,19000000,0.73,0.01,0.26
30,M,namuh,University,8100000,0.45,0.1,0.45
31,M,Mpop,High School,10600000,0.08,0.12,0.8
38,M,Mpop,University,167500000,0.87,0.07,0.06
32,M,Mpop,Under Middle,7600000,0.97,0.02,0.01
30,F,namuh,University,38300000,0.59,0.14,0.27
36,F,Mpop,University,185100000,0.82,0.07,0.11
34,F,Mpop,University,20700000,0.08,0.08,0.84
39,F,namuh,Under Middle,289400000,0.88,0.04,0.08
31,M,Toss,High School,28400000,0.37,0.42,0.21
37,M,Toss,University,234000000,0.19,0.05,0.76
33,F,Toss,University,22700000,0.94,0.06,0
31,F,Toss,University,9100000,0.97,0.02,0.01
33,M,M-able,University,24300000,0.07,0.63,0.3
39,F,Mpop,High School,273400000,0.98,0.01,0.01
33,M,Toss,University,25300000,0.22,0.4,0.38
32,F,Toss,High School,33600000,0.52,0.01,0.47
37,F,namuh,University,143300000,0.11,0.19,0.7
33,M,Toss,High School,23800000,0.18,0.34,0.48
31,M,Mpop,High School,39400000,0.18,0.36,0.46
33,F,Toss,High School,38900000,0.27,0.37,0.36
38,M,Mpop,University,173900000,0.08,0.32,0.6
33,F,Mpop,Under Middle,35500000,0.27,0.29,0.44
36,M,M-able,University,49000000,0.18,0.2,0.62
34,M,Mpop,High School,31100000,0.6,0.09,0.31
37,M,namuh,University,244100000,0.67,0.19,0.14
35,F,Toss,High School,182300000,0.92,0.06,0.02
37,F,M-able,High School,84400000,0.42,0.06,0.52
32,M,Toss,University,11700000,0.53,0.46,0.01
32,M,M-able,University,24700000,0.86,0.06,0.08
31,F,Toss,University,38500000,0.74,0.2,0.06
33,M,M-able,High School,23200000,0.87,0.03,0.1
39,M,Toss,University,265600000,0.7,0.19,0.11
32,F,Toss,University,8800000,0.95,0.04,0.01
35,F,Mpop,High School,123700000,0.41,0.27,0.32
37,F,Mpop,University,105900000,0.68,0.3,0.02
30,F,Toss,University,8400000,0.14,0.06,0.8
36,M,Toss,High School,216000000,0.51,0.47,0.02
36,F,M-able,University,257100000,0.73,0.21,0.06
31,F,Toss,University,8400000,0.13,0.24,0.63
30,M,M-able,University,23700000,0.5,0.18,0.32
39,F,M-able,University,276300000,0.9,0.05,0.05
36,F,Mpop,University,218600000,1,0,0
35,M,Mpop,University,74000000,0.79,0.18,0.03
37,M,M-able,University,211700000,0.09,0.46,0.45
36,F,Mpop,University,263400000,0.39,0.52,0.09
36,F,Mpop,University,231200000,0.55,0.02,0.43
37,M,Mpop,University,156300000,0.17,0.42,0.41
31,M,M-able,High School,10600000,0.5,0.3,0.2
37,F,M-able,High School,140500000,0.8,0.02,0.18
37,F,namuh,University,112700000,0.8,0.01,0.19
33,M,Toss,University,24200000,0.74,0.07,0.19
39,F,Mpop,University,86900000,0.61,0.15,0.24
38,F,namuh,University,75700000,0.93,0.03,0.04
37,F,M-able,University,290800000,0.51,0.14,0.35
39,F,namuh,High School,259500000,0.21,0.41,0.38
37,M,Toss,University,224800000,0.98,0.01,0.01
31,M,Toss,University,27300000,0.83,0.1,0.07
36,M,M-able,University,227300000,0.74,0.14,0.12
38,M,M-able,High School,240700000,0.67,0.24,0.09
30,M,Mpop,High School,28800000,0.85,0.01,0.14
34,M,Mpop,High School,9700000,0.39,0.44,0.17
33,F,Mpop,Under Middle,21700000,0.51,0.43,0.06
38,F,M-able,University,220600000,1,0,0
36,M,Toss,University,271200000,0.36,0.53,0.11
39,M,M-able,High School,81500000,0.92,0.01,0.07
39,M,Toss,Under Middle,249900000,0.64,0.36,0
39,F,namuh,University,197900000,0.06,0.29,0.65
36,F,M-able,High School,162500000,0.58,0.05,0.37
34,M,Mpop,High School,16500000,0.76,0.19,0.05
34,M,Mpop,University,16600000,0.74,0.03,0.23
37,F,Toss,University,135100000,0.89,0.04,0.07
30,M,Mpop,University,28500000,0.16,0.43,0.41
32,F,Mpop,Under Middle,17100000,0.07,0.05,0.88
37,F,M-able,High School,86100000,0.8,0.11,0.09
34,F,M-able,University,11900000,0.5,0.25,0.25
33,M,Mpop,University,25400000,0.41,0.03,0.56
30,M,Mpop,High School,9400000,0.29,0.61,0.1
33,M,M-able,University,34000000,0.19,0.58,0.23
30,M,M-able,University,19000000,0.8,0.11,0.09
35,M,M-able,University,121000000,0.65,0.08,0.27
39,F,namuh,High School,44300000,0.16,0.33,0.51
31,F,Toss,University,17000000,0.24,0.25,0.51
32,F,Toss,University,39600000,0.53,0.31,0.16
31,M,namuh,University,21600000,0.04,0.51,0.45
33,M,M-able,High School,29600000,0.16,0.38,0.46
34,M,Toss,University,15600000,1,0,0
32,F,Toss,High School,9000000,0.86,0.03,0.11
39,F,Mpop,University,24100000,0.9,0.03,0.07
33,M,Mpop,University,25500000,0.17,0.44,0.39
39,F,Toss,High School,48700000,0.67,0.31,0.02
31,F,namuh,University,29800000,0.09,0.36,0.55
31,F,M-able,University,12500000,0.56,0.25,0.19
36,M,M-able,High School,284700000,0.81,0.12,0.07
34,M,M-able,University,9200000,0.39,0.33,0.28
38,F,M-able,University,97200000,0.55,0.18,0.27
33,M,Mpop,Under Middle,16100000,0.25,0.66,0.09
31,M,Toss,University,11400000,0.63,0.05,0.32
30,F,Mpop,High School,30600000,0.9,0.06,0.04
31,F,M-able,University,16000000,0.25,0.62,0.13
37,M,Mpop,University,29500000,0.42,0.25,0.33
30,F,namuh,High School,38600000,0.58,0.14,0.28
38,M,M-able,University,205800000,0.27,0.05,0.68
34,M,Mpop,High School,30100000,0.92,0.01,0.07
39,F,Toss,University,229600000,0.89,0.11,0
37,F,Mpop,Under Middle,227100000,0.78,0.14,0.08
39,F,M-able,High School,81800000,0.84,0.15,0.01
31,M,Mpop,University,30900000,0.24,0.45,0.31
39,F,M-able,High School,204500000,0.48,0.17,0.35
38,M,M-able,High School,152500000,0.61,0.06,0.33
38,F,Mpop,University,161800000,0.86,0.13,0.01
31,M,M-able,University,31200000,0.4,0.4,0.2
34,M,Mpop,Under Middle,16700000,0.62,0.21,0.17
31,F,M-able,University,23800000,0.39,0.44,0.17
31,M,M-able,University,38700000,0.33,0.18,0.49
35,M,M-able,University,283200000,0.53,0.27,0.2
30,M,M-able,High School,16000000,0.47,0.25,0.28
34,F,Toss,University,8400000,0.93,0.02,0.05
38,F,Toss,University,124700000,0.89,0.07,0.04
37,F,Toss,University,80300000,0.63,0.23,0.14
34,M,Toss,Under Middle,21900000,0.32,0.23,0.45
39,M,Toss,High School,241000000,0.76,0.01,0.23
35,F,Mpop,University,91800000,0.17,0.17,0.66
30,M,Mpop,University,22300000,0.93,0.02,0.05
32,F,Mpop,University,15700000,0.31,0.56,0.13
32,M,namuh,University,32000000,0.32,0.47,0.21
31,F,Toss,University,34700000,0.04,0.6,0.36
39,M,Toss,University,178000000,0.43,0.24,0.33
31,F,Mpop,High School,21100000,0.71,0.12,0.17
38,F,M-able,University,142500000,0.8,0.19,0.01
33,F,Toss,University,13600000,0.09,0.24,0.67
39,F,Mpop,University,45800000,0.9,0.03,0.07
33,F,M-able,University,23400000,0.74,0.03,0.23
36,M,M-able,High School,37100000,0.73,0.2,0.07
39,M,M-able,High School,265100000,0.15,0.04,0.81
38,M,Mpop,High School,126800000,0.13,0.55,0.32
34,M,Mpop,High School,12900000,0.89,0.06,0.05
34,F,namuh,University,26500000,0.17,0.34,0.49
35,M,Toss,University,110100000,0.63,0.06,0.31
38,M,Toss,High School,112100000,0.53,0.1,0.37
34,F,Toss,University,14800000,0.14,0.7,0.16
37,F,M-able,University,269800000,0.47,0.31,0.22
38,M,namuh,University,183100000,0.12,0.57,0.31
32,M,Toss,University,20300000,0.63,0.13,0.24
34,M,Mpop,Under Middle,29500000,0.89,0.06,0.05
31,F,M-able,University,34400000,0.98,0,0.02
35,M,M-able,University,113900000,0.99,0.01,0
35,F,Mpop,University,101200000,0.34,0.52,0.14
31,F,M-able,University,11000000,0.27,0.66,0.07
38,M,Toss,University,44600000,0.35,0.6,0.05
38,M,Toss,University,155500000,0.86,0.03,0.11
38,F,M-able,University,266900000,0.09,0.2,0.71
30,M,M-able,University,13200000,0.52,0.16,0.32
30,M,M-able,University,21700000,0.95,0.02,0.03
35,M,Mpop,University,81700000,0.38,0.45,0.17
33,M,M-able,University,33700000,0.8,0.17,0.03
39,M,Toss,University,31600000,0.94,0.04,0.02
35,F,Toss,University,87200000,0.02,0.56,0.42
34,M,M-able,University,9100000,0.61,0.38,0.01
31,M,Toss,High School,17700000,0.5,0.47,0.03
31,M,M-able,High School,39100000,0.3,0.51,0.19
32,F,Toss,High School,16800000,0.47,0.48,0.05
39,F,M-able,University,227900000,0.04,0.69,0.27
33,M,Toss,University,25700000,0.48,0.16,0.36
35,F,Mpop,University,138800000,0.78,0.03,0.19
32,F,M-able,University,23200000,0.28,0.34,0.38
33,F,M-able,University,15800000,0.61,0.38,0.01
31,F,M-able,University,26700000,0.68,0.31,0.01
39,M,Mpop,High School,271400000,0.2,0.1,0.7
37,F,Toss,University,47600000,0.16,0.3,0.54
39,M,M-able,University,200700000,0.68,0.16,0.16
33,M,M-able,University,37600000,0.29,0.05,0.66
34,M,Toss,High School,15000000,0.93,0.07,0
30,M,namuh,University,11600000,0.83,0.1,0.07
31,M,Toss,University,30900000,0.51,0.07,0.42
38,F,M-able,University,112800000,0.71,0.13,0.16
31,M,M-able,University,14600000,0.89,0.05,0.06
37,M,M-able,University,203400000,0.31,0.19,0.5
35,M,Mpop,University,20700000,0.09,0.05,0.86
32,M,M-able,University,21100000,0.33,0.25,0.42
34,M,Mpop,University,25300000,0.18,0.44,0.38
39,F,M-able,High School,221800000,0.63,0.18,0.19
31,M,Toss,University,30500000,0.97,0,0.03
38,M,M-able,High School,228000000,0.99,0,0.01
33,M,Toss,University,20200000,0.05,0.29,0.66
31,F,Toss,High School,31700000,0.37,0.51,0.12
31,M,Mpop,University,11600000,0.64,0.35,0.01
30,M,M-able,High School,29800000,0.69,0.12,0.19
32,M,Toss,University,14200000,0.11,0.24,0.65
31,M,Mpop,High School,33300000,0,0.17,0.83
30,F,M-able,University,39400000,0.4,0.34,0.26
39,F,M-able,High School,188900000,0.23,0.61,0.16
36,F,M-able,High School,298000000,0.94,0,0.06
35,M,Toss,University,290800000,0.09,0.56,0.35
36,F,Toss,University,192000000,0.31,0.32,0.37
39,M,namuh,High School,74300000,0.87,0.02,0.11
36,M,namuh,University,87400000,0.51,0.12,0.37
35,F,Toss,University,80600000,0.89,0.05,0.06
38,F,Mpop,University,249200000,0.55,0.32,0.13
31,F,Toss,University,9700000,0.98,0.01,0.01
37,M,namuh,High School,88200000,0.98,0.01,0.01
36,F,Toss,Under Middle,76000000,0.57,0.09,0.34
33,M,M-able,University,16000000,0.65,0.07,0.28
36,F,Mpop,University,176100000,0.66,0.32,0.02
34,F,Toss,University,38100000,0.14,0.16,0.7
36,F,Mpop,University,83200000,0.37,0.62,0.01
36,M,Toss,High School,167700000,0.5,0.17,0.33
37,M,Toss,High School,80300000,0.28,0.4,0.32
30,F,M-able,University,7100000,0.02,0.23,0.75
33,F,namuh,University,29400000,0.34,0.07,0.59
32,F,M-able,University,15800000,0.4,0.56,0.04
33,F,M-able,University,27100000,0.17,0.37,0.46
37,M,Toss,University,62800000,0.93,0.06,0.01
33,M,M-able,University,24900000,0.48,0.37,0.15
33,M,M-able,University,34000000,0.96,0.03,0.01
33,F,Toss,University,26100000,0.08,0.48,0.44
37,M,Toss,High School,143300000,0.76,0.16,0.08
33,M,Mpop,University,25400000,0.65,0.26,0.09
38,M,Toss,High School,246000000,0.82,0.08,0.1
36,M,namuh,High School,80100000,1,0,0
36,M,Mpop,High School,242200000,0.43,0.05,0.52
32,M,Toss,University,26500000,0.8,0.12,0.08
33,M,M-able,Under Middle,37500000,0.82,0.04,0.14
34,M,Mpop,Under Middle,17600000,0.04,0.2,0.76
36,M,Mpop,University,179700000,0.05,0.53,0.42
35,F,Toss,High School,184500000,0.8,0.17,0.03
35,F,M-able,Under Middle,84900000,0.39,0.42,0.19
32,M,Mpop,High School,38400000,0.67,0.21,0.12
31,F,M-able,University,16300000,0.53,0.35,0.12
38,M,Mpop,University,220500000,0.46,0.52,0.02
35,F,Mpop,University,21200000,0.58,0.1,0.32
32,F,M-able,University,15400000,0.97,0.01,0.02
34,F,Toss,High School,35000000,0.73,0.27,0
34,M,namuh,Under Middle,14600000,0.78,0.08,0.14
39,M,Mpop,University,199400000,0.05,0.39,0.56
31,F,Toss,University,13300000,0.17,0.03,0.8
39,F,M-able,High School,295400000,0.33,0.25,0.42
34,F,M-able,University,14900000,0.32,0.67,0.01
36,F,Mpop,University,57200000,0.08,0.11,0.81
32,M,Toss,University,15800000,0.79,0.14,0.07
33,F,M-able,University,26300000,0.09,0.58,0.33
33,F,Mpop,University,22700000,0.02,0.51,0.47
39,M,namuh,University,65900000,0.55,0.45,0
34,F,Mpop,University,24200000,0.42,0.28,0.3
39,M,Mpop,High School,252800000,0.83,0.01,0.16
37,F,Mpop,High School,74400000,0.58,0.23,0.19
35,M,M-able,University,148000000,0.91,0.01,0.08
32,M,Toss,High School,19600000,0.61,0.38,0.01
30,M,M-able,High School,33400000,0.13,0.7,0.17
30,M,M-able,University,19900000,0.47,0.5,0.03
33,M,Mpop,High School,18300000,0.26,0.45,0.29
37,M,Mpop,University,82200000,0.65,0.26,0.09
39,M,M-able,High School,216600000,0.25,0.51,0.24
33,M,Mpop,University,26600000,0.97,0.01,0.02
31,M,namuh,High School,7200000,0.41,0.15,0.44
33,F,Toss,University,39600000,0.43,0.45,0.12
36,F,namuh,High School,20600000,0.08,0.69,0.23
37,F,Toss,High School,69400000,0.3,0.04,0.66
34,F,Toss,University,25500000,0.99,0,0.01
32,M,M-able,University,35300000,0.73,0.02,0.25
30,F,Mpop,University,38700000,0.63,0.06,0.31
32,F,namuh,University,23200000,0.3,0.49,0.21
31,F,Toss,University,32900000,0.22,0.48,0.3
30,F,M-able,University,29300000,0.62,0.32,0.06
39,M,Mpop,University,194800000,0.02,0.61,0.37
36,F,M-able,University,44900000,0.07,0.54,0.39
33,F,M-able,University,16300000,0.64,0.32,0.04
33,M,Toss,University,13200000,0.43,0.39,0.18
36,F,M-able,University,26900000,0.34,0.27,0.39
36,M,M-able,University,101600000,0.22,0.13,0.65
35,M,M-able,University,184600000,0.35,0.04,0.61
33,M,Toss,University,8600000,0.73,0.08,0.19
39,M,M-able,University,77200000,0.27,0.22,0.51
34,F,M-able,University,26400000,0.97,0.02,0.01
30,M,M-able,University,24200000,0.74,0.13,0.13
39,M,Toss,University,285100000,0.73,0.24,0.03
38,F,namuh,University,147000000,0.63,0.16,0.21
30,M,namuh,University,10800000,0.7,0.28,0.02
31,F,Mpop,University,28600000,0.85,0.01,0.14
34,F,Mpop,High School,27100000,0.72,0.08,0.2
39,M,M-able,High School,204200000,0.35,0.56,0.09
30,M,Toss,University,30400000,0.33,0.3,0.37
39,M,Toss,University,129600000,0.41,0.06,0.53
34,M,Toss,High School,11200000,0.35,0.27,0.38
34,M,M-able,Under Middle,17200000,0.31,0.43,0.26
32,F,namuh,University,27100000,0.08,0.68,0.24
38,F,M-able,University,164000000,0.18,0.04,0.78
32,M,Toss,University,11600000,0.98,0.02,0
31,F,Toss,University,19400000,0.56,0.34,0.1
35,F,Toss,University,252800000,0.58,0.34,0.08
37,F,Toss,High School,110900000,0.26,0.5,0.24
35,M,Mpop,University,26000000,0.72,0.17,0.11
34,M,M-able,University,13000000,0.91,0.05,0.04
36,F,Mpop,High School,151400000,0.9,0.09,0.01
35,M,Mpop,University,238400000,0.62,0.35,0.03
33,M,Mpop,University,22200000,0.72,0.09,0.19
38,F,Toss,University,196900000,0.64,0.17,0.19
39,M,Mpop,University,213400000,0.09,0.33,0.58
37,M,M-able,University,126500000,0.21,0.48,0.31
30,M,Mpop,University,32800000,0.01,0.31,0.68
35,M,M-able,University,95400000,0.26,0.1,0.64
38,F,Mpop,High School,152000000,0.57,0.08,0.35
36,M,Toss,University,198600000,0.25,0.04,0.71
36,F,Mpop,University,242700000,0.24,0.31,0.45
39,F,namuh,High School,166500000,0.05,0.54,0.41
35,M,Toss,High School,105400000,0.39,0.6,0.01
37,M,Toss,University,298000000,0.56,0.14,0.3
39,F,M-able,University,236600000,0.85,0.06,0.09
31,M,Toss,University,26200000,0.51,0.18,0.31
30,F,namuh,University,37500000,0.5,0.07,0.43
30,F,M-able,University,25700000,0.2,0.05,0.75
32,F,Toss,University,38400000,0.48,0.05,0.47
35,M,namuh,University,281100000,0.01,0.11,0.88
38,M,M-able,University,201600000,0.7,0.16,0.14
30,F,namuh,University,9600000,0.43,0.16,0.41
36,F,M-able,High School,97600000,0.97,0,0.03
33,M,namuh,University,10000000,0.74,0.03,0.23
37,F,M-able,High School,224100000,0.47,0.09,0.44
35,F,Toss,University,116400000,0.86,0.11,0.03
30,M,Mpop,University,18400000,0.18,0.54,0.28
33,M,Toss,University,38500000,0.44,0.45,0.11
37,M,Toss,High School,207100000,0.23,0.23,0.54
34,M,Toss,University,11900000,0.15,0.66,0.19
36,F,Mpop,University,163900000,0.77,0.2,0.03
38,F,Mpop,High School,107100000,0.44,0.36,0.2
32,M,Mpop,University,17600000,0.35,0.51,0.14
31,M,namuh,High School,38400000,0.9,0.01,0.09
32,M,M-able,High School,34200000,0.74,0.14,0.12
38,M,Toss,University,218700000,0.89,0.07,0.04
33,F,Toss,High School,13800000,0.29,0.16,0.55
36,F,namuh,High School,30800000,0.37,0.38,0.25
31,M,Toss,University,29100000,0.06,0.48,0.46
37,M,Toss,University,278400000,0.52,0.36,0.12
39,F,Toss,High School,139100000,0.14,0.47,0.39
33,M,Toss,University,22800000,0.19,0.55,0.26
30,F,Toss,University,38000000,0.99,0.01,0
35,F,Mpop,High School,172500000,0.57,0.08,0.35
39,M,namuh,University,244500000,0.56,0.12,0.32
38,F,namuh,High School,37300000,0.52,0.16,0.32
37,M,namuh,University,256500000,0.07,0.29,0.64
35,F,Toss,University,226900000,0.39,0.2,0.41
36,F,Toss,University,205800000,0.33,0.08,0.59
38,M,Toss,University,69400000,0.65,0.28,0.07
33,F,M-able,University,18500000,0.25,0.59,0.16
39,M,Toss,Under Middle,182400000,0.95,0,0.05
36,F,Toss,University,31200000,0.86,0.07,0.07
30,F,Mpop,Under Middle,13000000,0.51,0.46,0.03
39,F,M-able,University,35400000,0.14,0.26,0.6
35,M,Toss,Under Middle,82200000,0.2,0.1,0.7
31,M,Toss,University,35700000,0.39,0.33,0.28
39,F,M-able,University,49300000,0.11,0.14,0.75
33,F,Toss,University,22200000,0.84,0.03,0.13
30,F,M-able,University,9400000,0.11,0.17,0.72
33,M,M-able,University,38700000,0.24,0.22,0.54
32,M,namuh,High School,32700000,0.47,0.41,0.12
31,M,M-able,University,19400000,1,0,0
31,F,Mpop,University,28800000,0.4,0.02,0.58
31,F,Mpop,University,24500000,0.69,0.29,0.02
37,F,M-able,High School,78100000,0.4,0.18,0.42
38,M,Toss,Under Middle,182100000,0.92,0.07,0.01
34,M,Toss,High School,35200000,0.7,0.19,0.11
32,F,namuh,University,20100000,0.89,0.1,0.01
33,M,M-able,University,20900000,0.62,0.16,0.22
38,F,M-able,University,247400000,0.07,0.16,0.77
37,F,Toss,Under Middle,131800000,0.37,0.24,0.39
31,F,M-able,High School,27100000,0.27,0.24,0.49
39,F,Mpop,University,268000000,0.38,0.44,0.18
38,M,Mpop,University,76700000,0.42,0.24,0.34
36,M,Toss,University,127100000,0.44,0.29,0.27
39,M,namuh,University,228900000,0.85,0.02,0.13
38,M,namuh,High School,185200000,0.65,0.02,0.33
30,F,M-able,High School,16600000,0.79,0.04,0.17
33,M,M-able,University,16700000,0.54,0.28,0.18
31,M,Mpop,University,21200000,0.91,0.03,0.06
31,F,Toss,High School,17100000,0.98,0,0.02
31,M,Mpop,High School,12400000,0.64,0.07,0.29
32,F,Mpop,University,31600000,0.23,0.46,0.31
32,M,Mpop,University,7100000,0.8,0,0.2
34,F,Toss,University,26400000,0.65,0.29,0.06
32,M,Toss,University,14800000,0.08,0.18,0.74
39,M,M-able,High School,164300000,0.75,0.19,0.06
39,M,M-able,High School,40500000,0.45,0.17,0.38
39,M,Mpop,University,120700000,0.01,0.58,0.41
37,F,Mpop,High School,44900000,0.96,0.03,0.01
34,M,Toss,University,21700000,1,0,0
30,F,Toss,University,35400000,0.61,0.19,0.2
37,M,namuh,University,219800000,0.61,0.17,0.22
37,M,M-able,Under Middle,178500000,0.96,0.02,0.02
34,F,M-able,University,13700000,0.94,0.03,0.03
31,F,Toss,University,9900000,0.47,0.48,0.05
36,M,namuh,University,235600000,0.14,0.06,0.8
38,F,M-able,University,272000000,0.25,0.34,0.41
30,F,Toss,University,18600000,0.93,0.03,0.04
34,M,Mpop,High School,23000000,0.39,0.57,0.04
35,F,namuh,University,205900000,0.87,0.01,0.12
38,M,M-able,University,288400000,0.83,0.11,0.06
36,M,namuh,University,77100000,0.91,0.02,0.07
30,M,Mpop,University,12000000,0.34,0.6,0.06
30,M,M-able,High School,10800000,0.59,0.18,0.23
37,F,namuh,University,29800000,0.35,0.36,0.29
31,F,M-able,High School,12000000,0.75,0,0.25
39,M,Mpop,High School,146500000,0.41,0.11,0.48
30,M,Mpop,University,12700000,0.58,0.19,0.23
35,M,Toss,University,216900000,0.17,0.33,0.5
38,M,Toss,Under Middle,78400000,0.95,0.04,0.01
31,F,Toss,University,31400000,0.19,0.49,0.32
34,F,M-able,University,17800000,0.07,0.48,0.45
31,M,Mpop,University,16500000,0.65,0.04,0.31
38,F,Toss,University,107700000,0.79,0.17,0.04
30,M,Toss,University,32800000,0.2,0.65,0.15
32,M,Toss,High School,16000000,0.74,0.2,0.06
38,F,Toss,University,171700000,0.53,0.41,0.06
34,M,Toss,University,24800000,0.45,0.52,0.03
30,M,Mpop,University,12600000,0.64,0.33,0.03
39,M,namuh,University,34600000,0.06,0.35,0.59
39,M,M-able,University,82900000,0.96,0.02,0.02
37,M,M-able,High School,112800000,0.13,0.16,0.71
37,F,Mpop,University,69000000,0.87,0.02,0.11
33,F,namuh,High School,32300000,0.63,0.37,0
36,F,M-able,High School,54900000,0.73,0.26,0.01
31,F,M-able,High School,35400000,0.67,0.15,0.18
38,F,Mpop,High School,239000000,0.27,0.54,0.19
34,M,Toss,University,20000000,0.18,0.26,0.56
35,M,M-able,University,93700000,0.91,0.02,0.07
33,F,Toss,High School,20300000,0.37,0.15,0.48
31,M,Mpop,University,29500000,0.55,0.05,0.4
38,F,Toss,High School,117200000,0.19,0.28,0.53
39,F,namuh,University,197900000,0.39,0.04,0.57
35,F,Mpop,University,139500000,0.74,0.01,0.25
37,F,Mpop,University,251400000,0.96,0,0.04
34,F,Toss,University,23700000,0.11,0.24,0.65
33,F,Mpop,University,20900000,0.58,0.37,0.05
37,F,M-able,University,284100000,0.23,0.34,0.43
34,F,M-able,High School,12800000,0.84,0.01,0.15
34,F,M-able,High School,14300000,0.23,0.61,0.16
30,F,M-able,University,15100000,0.95,0.04,0.01
37,F,Toss,University,128900000,0.05,0.1,0.85
35,M,Toss,High School,220100000,0.1,0,0.9
33,F,Toss,University,36800000,0.19,0.03,0.78
31,F,M-able,High School,28700000,0.55,0.12,0.33
32,F,M-able,University,27900000,0.35,0.35,0.3
37,F,M-able,University,177600000,0.54,0,0.46
30,M,Mpop,University,38700000,0.69,0.19,0.12
34,M,Mpop,Under Middle,34400000,0.18,0.24,0.58
35,F,M-able,High School,43900000,0.84,0.03,0.13
34,M,Toss,University,24000000,0.79,0.16,0.05
32,M,Mpop,University,35200000,0.55,0.29,0.16
32,F,M-able,University,11300000,0.86,0.01,0.13
32,M,M-able,University,22100000,0.64,0.23,0.13
31,M,Toss,High School,31800000,0.94,0.05,0.01
37,M,Mpop,University,93900000,0.71,0.26,0.03
31,F,Mpop,High School,25500000,0.09,0.02,0.89
39,M,namuh,University,151600000,0.53,0.12,0.35
37,M,Mpop,University,92500000,0.55,0.09,0.36
37,M,Mpop,University,263000000,0.24,0.49,0.27
33,M,Mpop,University,11200000,0.47,0.14,0.39
31,M,M-able,Under Middle,13400000,0.04,0.26,0.7
37,F,namuh,University,41600000,0.29,0.64,0.07
39,F,Toss,University,47100000,0.34,0.4,0.26
37,M,M-able,University,185000000,0.57,0.25,0.18
39,M,Toss,High School,28300000,0.24,0.43,0.33
37,F,M-able,High School,56300000,0.98,0.02,0
38,F,Toss,High School,49700000,0.01,0.3,0.69
33,F,Toss,High School,33300000,0.47,0.31,0.22
39,M,Mpop,University,66800000,0.19,0.61,0.2
30,M,Toss,High School,8300000,0.08,0.52,0.4
39,M,Mpop,University,72600000,0.73,0.11,0.16
37,M,Toss,University,112500000,0.61,0.37,0.02
35,M,Toss,University,74900000,0.24,0.45,0.31
35,M,M-able,High School,134500000,0.33,0.48,0.19
35,M,Toss,University,259300000,0.64,0.19,0.17
39,M,Toss,University,92100000,0.05,0.04,0.91
35,M,Toss,Under Middle,33800000,0.86,0.01,0.13
32,F,M-able,University,29700000,0.71,0.17,0.12
30,M,M-able,University,33500000,0.12,0.58,0.3
34,M,Toss,University,16600000,0.84,0.1,0.06
38,F,Mpop,High School,195900000,0.43,0.49,0.08
36,M,Toss,High School,28300000,0.61,0.18,0.21
31,F,M-able,Under Middle,30500000,0.85,0.11,0.04
35,M,Toss,University,171100000,0.59,0.25,0.16
36,F,Toss,University,154300000,0.35,0.31,0.34
37,M,Toss,University,71500000,0.16,0.02,0.82
34,M,M-able,High School,25800000,0.98,0.02,0
37,M,Toss,University,285000000,0.79,0.2,0.01
36,F,Toss,University,32100000,0.4,0.23,0.37
38,M,M-able,University,235600000,0.63,0.33,0.04
30,M,Mpop,University,17700000,0.2,0.39,0.41
33,F,namuh,University,26400000,0.51,0.4,0.09
36,F,Mpop,University,79400000,0.93,0.01,0.06
38,M,Toss,University,296500000,0.66,0.32,0.02
35,F,Mpop,University,58100000,0.88,0.05,0.07
34,M,M-able,University,9200000,0.89,0.08,0.03
38,M,Toss,University,147000000,0.16,0.03,0.81
39,F,M-able,High School,265100000,0.63,0.34,0.03
39,M,Toss,University,168400000,0.15,0.41,0.44
39,M,namuh,University,220300000,0.7,0.28,0.02
35,F,M-able,University,73300000,0.38,0.09,0.53
30,F,Toss,High School,34000000,0.82,0.09,0.09
31,F,Mpop,University,16800000,0.06,0.29,0.65
32,F,M-able,University,36600000,0.85,0.01,0.14
39,F,M-able,University,168400000,0.06,0.53,0.41
37,M,Toss,University,186900000,0.51,0.46,0.03
37,M,namuh,University,246800000,0.78,0.11,0.11
